Item Type	Filter Code	ID	Affix	Attributes	Magic Only	alvl	rlvl	freq	group	Changes
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Fast Repair	Repairs 1 Durability in 20 seconds		20	12	2	37	
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Ages	Indestructible	1	50	42	1	39	
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Fireball	16% Chance to Cast Level 18 Fire Ball on Striking		36	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Fireball	16% Chance to Cast Level 24 Fire Ball on Striking		56	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Fireball	16% Chance to Cast Level 30 Fire Ball on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Charged Bolt	20% Chance to Cast Level 18 Charged Bolt on Striking		36-56	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Charged Bolt	20% Chance to Cast Level 24 Charged Bolt on Striking		56-76	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Charged Bolt	20 Chance to Cast Level 30 Charged Bolt on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Lightning	16% Chance to Cast Level 18 Lightning on Striking		36-56	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Lightning	16% Chance to Cast Level 24 Lightning on Striking		56-76	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Lightning	16% Chance to Cast Level 30 Lightning on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Chain Lightning	14% Chance to Cast Level 18 Chain Lightning on Striking		36-56	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Chain Lightning	14% Chance to Cast Level 24 Chain Lightning on Striking		56-76	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Chain Lightning	14% Chance to Cast Level 30 Chain Lightning on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Ice Barrage	12% Chance to Cast Level 18 Ice Barrage on Striking		36-56	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Ice Barrage	12% Chance to Cast Level 24 Ice Barrage on Striking		56-76	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Ice Barrage	12% Chance to Cast Level 30 Ice Barrage on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Frost Nova	18% Chance to Cast Level 18 Frost Nova on Striking		36-56	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Frost Nova	18% Chance to Cast Level 24 Frost Nova on Striking		56-76	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Frost Nova	18% Chance to Cast Level 30 Frost Nova on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Nova	16% Chance to Cast Level 18 Nova on Striking		36-56	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Nova	16% Chance to Cast Level 24 Nova on Striking		56-76	42	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Nova	16% Chance to Cast Level 30 Nova on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Nova	10% Chance to Cast Level 3 Nova on Striking		12-36	9	1	44	added max alvl, alvl was 18, rlvl was 13
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Nova	12% Chance to Cast Level 4 Nova on Striking		18-36	14	1	44	added max alvl, alvl was 28, rlvl was 21
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Firebolts	10% Chance to Cast Level 8 Fire Bolt on Striking		16-36	12	1	44	added max alvl
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Damage Amplification	10% Chance to Cast Level 23 Amplify Damage on Striking		36-76	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Damage Amplification	12% Chance to Cast Level 31 Amplify Damage on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Lower Resist	8% Chance to Cast Level 5 Lower Resist on Striking		15-55	15	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Lower Resist	10% Chance to Cast Level 10 Lower Resist on Striking		36-76	27	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Lower Resist	12% Chance to Cast Level 15 Lower Resist on Striking		76	57	1	44	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Savagery	[5-10]% Deadly Strike		18-58	15	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Devastation	[10-15]% Deadly Strike		28-68	25	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Havoc	[15-20]% Deadly Strike		38	35	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Destruction	[20-25]% Deadly Strike		48	45	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Desolation	[25-30]% Deadly Strike		58	55	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	806	Bleeding	10% Chance of Open Wounds, +[8-12] Open Wounds Damage per Second		18-58	15	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	807	Siphoning	10% Chance of Open Wounds, +[15-20] Open Wounds Damage per Second		28-68	25	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	808	Gory	10% Chance of Open Wounds, +[33-46] Open Wounds Damage per Second		38	35	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	809	Sanguinary	10% Chance of Open Wounds, +[122-172] Open Wounds Damage per Second		48	45	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	810	Hematic	10% Chance of Open Wounds, +[235-325] Open Wounds Damage per Second		58	55	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Chipping	[5-10]% Chance of Crushing Blow		18-58	15	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Crumbling	[10-15]% Chance of Crushing Blow		28-68	25	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Breaking	[15-20]% Chance of Crushing Blow		38	35	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Crushing	[20-25]% Chance of Crushing Blow		48	45	2	252	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Pulverizing	[25-30]% Chance of Crushing Blow		58	55	2	252	new
Crystal Swords	(crs OR 9cr OR 7cr)		Swiftness	+30% Increased Attack Speed		34	26	6	7	added Missile Weapon
Crystal Swords	(crs OR 9cr OR 7cr)		Quickness	+40% Increased Attack Speed		46	38	5	7	added Missile Weapon
Crystal Swords	(crs OR 9cr OR 7cr)		Winter	Adds [44-60] to [126-246] Cold Damage (6 second chill)		45	37	2	10	added Quiver, damage was [5-9] to [16-50]
Crystal Swords	(crs OR 9cr OR 7cr)		Hypothermia	Adds [63-118] to [238-365] Cold Damage (6 second chill)		70	53	2	10	new
Crystal Swords	(crs OR 9cr OR 7cr)		Incineration	Adds [57-90] to [102-146] Fire Damage		43	35	2	12	added Quiver, damage was [10-20] to [21-75]
Crystal Swords	(crs OR 9cr OR 7cr)		Ashes	Adds [152-214] to [228-302] Fire Damage		70	53	2	12	new
Crystal Swords	(crs OR 9cr OR 7cr)		Storms	Adds [1-6] to [85-126] Lightning Damage		34	26	2	13	added Quiver, damage was [1-6] to [41-120]
Crystal Swords	(crs OR 9cr OR 7cr)		Maelstrom	Adds [1-6] to [303-403] Lightning Damage		70	53	2	13	new
Crystal Swords	(crs OR 9cr OR 7cr)		Blight	+1 Poison Damage over 2 seconds		1-4	1	4	16	
Crystal Swords	(crs OR 9cr OR 7cr)		Blight	+7 Poison Damage over 3 seconds		5-45	3	5	16	added max alvl, added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)		Venom	+21 Poison Damage over 4 seconds		15-55	11	4	16	added max alvl, added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)		Pestilence	+50 Poison Damage over 5 seconds		25	18	3	16	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)		Anthrax	+100 Poison Damage over 6 seconds		33	25	2	16	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)	271	Regeneration	Replenish Life +[6-10]		70	52	4	19	doubled vlaues
Crystal Swords	(crs OR 9cr OR 7cr)		Vileness	Prevent Monster Heal		9	6	3	20	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)		Bear	Knockback		8	6	3	24	
Crystal Swords	(crs OR 9cr OR 7cr)		Leech	[4-5]% Life Stolen per Hit		6	4	7	27	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)	353	Locust	[6-7]% Life Stolen per Hit		20	15	7	27	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)		Lamprey	[8-9]% Life Stolen per Hit		55	43	7	27	
Crystal Swords	(crs OR 9cr OR 7cr)		Bat	[4-5]% Mana Stolen per Hit		7	4	7	28	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)	360	Wraith	[6-7]% Mana Stolen per Hit		21	16	7	28	added Quiver
Crystal Swords	(crs OR 9cr OR 7cr)		Vampire	[8-9]% Mana Stolen per Hit		56	48	7	28	
Crystal Swords	(crs OR 9cr OR 7cr)	383	Strength	+[1-2] to Strength		12-52	8	3	31	added max alvl
Crystal Swords	(crs OR 9cr OR 7cr)	384	Might	+[3-5] to Strength		33-73	25	3	31	added max alvl, removed Gloves
Crystal Swords	(crs OR 9cr OR 7cr)	385	Ox	+[6-9] to Strength		45	37	3	31	
Crystal Swords	(crs OR 9cr OR 7cr)	386	Giant	+[10-15] to Strength		59	51	3	31	
Crystal Swords	(crs OR 9cr OR 7cr)		Self-Repair	Repairs 1 Durability in 33 seconds		3	1	3	37	
Crystal Swords	(crs OR 9cr OR 7cr)		Fast Repair	Repairs 1 Durability in 20 seconds		20	12	2	37	
Crystal Swords	(crs OR 9cr OR 7cr)		Ages	Indestructible	1	50	42	1	39	
Crystal Swords	(crs OR 9cr OR 7cr)		Nova	10% Chance to Cast Level 3 Nova on Striking		12-36	9	1	44	added max alvl, alvl was 18, rlvl was 13
Crystal Swords	(crs OR 9cr OR 7cr)		Nova	12% Chance to Cast Level 4 Nova on Striking		18-36	14	1	44	added max alvl, alvl was 28, rlvl was 21
Crystal Swords	(crs OR 9cr OR 7cr)		Firebolts	10% Chance to Cast Level 8 Fire Bolt on Striking		16-36	12	1	44	added max alvl
Melee Daggers	DAGGER AND !THROWING		Piercing	Ignore Target's Defense		25	18	2	4	
Melee Daggers	DAGGER AND !THROWING		Readiness	+10% Increased Attack Speed		5	3	6	7	added Quiver
Melee Daggers	DAGGER AND !THROWING		Alacrity	+20% Increased Attack Speed		25	17	6	7	added Quiver
Melee Daggers	DAGGER AND !THROWING		Swiftness	+30% Increased Attack Speed		34	26	6	7	added Missile Weapon
Melee Daggers	DAGGER AND !THROWING		Quickness	+40% Increased Attack Speed		46	38	5	7	added Missile Weapon
Melee Daggers	DAGGER AND !THROWING		Frost	+1 Cold Damage		1-3	1	4	10	
Melee Daggers	DAGGER AND !THROWING		Frost	Adds 1 to [1-2] Cold Damage (2 second chill)		4-44	3	5	10	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Icicle	Adds [3-4] to [12-16] Cold Damage (3 second chill)		13-53	9	4	10	added max alvl, added Quiver, damage was 1 to [3-4]
Melee Daggers	DAGGER AND !THROWING		Glacier	Adds [14-21] to [45-71] Cold Damage (4 second chill)		27	20	3	10	added Quiver, damage was [2-4] to [4-15]
Melee Daggers	DAGGER AND !THROWING		Winter	Adds [44-60] to [126-246] Cold Damage (6 second chill)		45	37	2	10	added Quiver, damage was [5-9] to [16-50]
Melee Daggers	DAGGER AND !THROWING		Hypothermia	Adds [63-118] to [238-365] Cold Damage (6 second chill)		70	53	2	10	new
Melee Daggers	DAGGER AND !THROWING		Flame	+[1-2] Fire Damage		1-3	1	4	12	
Melee Daggers	DAGGER AND !THROWING		Flame	Adds 1 to [2-5] Fire Damage		4-44	3	5	12	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Fire	Adds [2-8] to [12-22] Fire Damage		15-55	11	4	12	added max alvl, added Quiver, damage was [1-4] to [6-11]
Melee Daggers	DAGGER AND !THROWING		Burning	Adds [20-30] to [37-72] Fire Damage		25-65	18	3	12	added max alvl, added Quiver, damage was [5-9] to [10-20]
Melee Daggers	DAGGER AND !THROWING		Incineration	Adds [57-90] to [102-146] Fire Damage		43	35	2	12	added Quiver, damage was [10-20] to [21-75]
Melee Daggers	DAGGER AND !THROWING		Ashes	Adds [152-214] to [228-302] Fire Damage		70	53	2	12	new
Melee Daggers	DAGGER AND !THROWING		Shock	+[1-3] Lightning Damage		1-3	1	4	13	
Melee Daggers	DAGGER AND !THROWING		Shock	Adds 1 to [3-8] Lightning Damage		4-44	3	5	13	added max alvl, added Quiver, damage was 1 to [6-8]
Melee Daggers	DAGGER AND !THROWING		Lightning	Adds 1 to [14-24] Lightning Damage		15-55	11	4	13	added max alvl, added Quiver, damage was 1 to [9-16]
Melee Daggers	DAGGER AND !THROWING		Thunder	Adds 1 to [34-84] Lightning Damage		25	18	3	13	added Quiver, damage was 1 to [17-40]
Melee Daggers	DAGGER AND !THROWING		Storms	Adds [1-6] to [85-126] Lightning Damage		34	26	2	13	added Quiver, damage was [1-6] to [41-120]
Melee Daggers	DAGGER AND !THROWING		Maelstrom	Adds [1-6] to [303-403] Lightning Damage		70	53	2	13	new
Melee Daggers	DAGGER AND !THROWING		Craftsmanship	+1 to Maximum Damage		1-41	1	8	14	added max alvl
Melee Daggers	DAGGER AND !THROWING		Quality	+2 to Maximum Damage		4-44	3	8	14	added max alvl
Melee Daggers	DAGGER AND !THROWING		Maiming	+[3-4] to Maximum Damage		7-47	5	7	14	added max alvl
Melee Daggers	DAGGER AND !THROWING		Slaying	+[5-7] to Maximum Damage		11-51	8	7	14	added max alvl
Melee Daggers	DAGGER AND !THROWING		Gore	+[8-10] to Maximum Damage		14	10	6	14	
Melee Daggers	DAGGER AND !THROWING		Carnage	+[11-14] to Maximum Damage		19	14	6	14	
Melee Daggers	DAGGER AND !THROWING		Slaughter	+[15-20] to Maximum Damage		25	18	5	14	
Melee Daggers	DAGGER AND !THROWING		Butchery	+[21-40] to Maximum Damage		35	27	5	14	was 1
Melee Daggers	DAGGER AND !THROWING		Evisceration	+[41-63] to Maximum Damage	1	45	37	4	14	
Melee Daggers	DAGGER AND !THROWING		Worth	+[1-2] to Minimum Damage		1-41	1	8	15	added max alvl
Melee Daggers	DAGGER AND !THROWING		Measure	+[3-4] to Minimum Damage		12-52	9	7	15	added max alvl
Melee Daggers	DAGGER AND !THROWING		Excellence	+[5-8] to Minimum Damage		24	18	6	15	
Melee Daggers	DAGGER AND !THROWING		Performance	+[9-14] to Minimum Damage		48	40	5	15	
Melee Daggers	DAGGER AND !THROWING		Transcendence	+[15-20] to Minimum Damage		76	68	4	15	
Melee Daggers	DAGGER AND !THROWING		Blight	+1 Poison Damage over 2 seconds		1-4	1	4	16	
Melee Daggers	DAGGER AND !THROWING		Blight	+7 Poison Damage over 3 seconds		5-45	3	5	16	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Venom	+21 Poison Damage over 4 seconds		15-55	11	4	16	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Pestilence	+50 Poison Damage over 5 seconds		25	18	3	16	added Quiver
Melee Daggers	DAGGER AND !THROWING		Anthrax	+100 Poison Damage over 6 seconds		33	25	2	16	added Quiver
Melee Daggers	DAGGER AND !THROWING	271	Regeneration	Replenish Life +[6-10]		70	52	4	19	doubled vlaues
Melee Daggers	DAGGER AND !THROWING		Vileness	Prevent Monster Heal		9	6	3	20	added Quiver
Melee Daggers	DAGGER AND !THROWING		Bear	Knockback		8	6	3	24	
Melee Daggers	DAGGER AND !THROWING		Leech	[4-5]% Life Stolen per Hit		6	4	7	27	added Quiver
Melee Daggers	DAGGER AND !THROWING	353	Locust	[6-7]% Life Stolen per Hit		20	15	7	27	added Quiver
Melee Daggers	DAGGER AND !THROWING		Lamprey	[8-9]% Life Stolen per Hit		55	43	7	27	
Melee Daggers	DAGGER AND !THROWING		Bat	[4-5]% Mana Stolen per Hit		7	4	7	28	added Quiver
Melee Daggers	DAGGER AND !THROWING	360	Wraith	[6-7]% Mana Stolen per Hit		21	16	7	28	added Quiver
Melee Daggers	DAGGER AND !THROWING		Vampire	[8-9]% Mana Stolen per Hit		56	48	7	28	
Melee Daggers	DAGGER AND !THROWING		Ease	Requirements -20%		15	11	3	30	
Melee Daggers	DAGGER AND !THROWING		Simplicity	Requirements -30%		25	18	2	30	
Melee Daggers	DAGGER AND !THROWING	383	Strength	+[1-2] to Strength		12-52	8	3	31	added max alvl
Melee Daggers	DAGGER AND !THROWING	384	Might	+[3-5] to Strength		33-73	25	3	31	added max alvl, removed Gloves
Melee Daggers	DAGGER AND !THROWING	385	Ox	+[6-9] to Strength		45	37	3	31	
Melee Daggers	DAGGER AND !THROWING	386	Giant	+[10-15] to Strength		59	51	3	31	
Melee Daggers	DAGGER AND !THROWING		Self-Repair	Repairs 1 Durability in 33 seconds		3	1	3	37	
Melee Daggers	DAGGER AND !THROWING		Fast Repair	Repairs 1 Durability in 20 seconds		20	12	2	37	
Melee Daggers	DAGGER AND !THROWING		Ages	Indestructible	1	50	42	1	39	
Melee Daggers	DAGGER AND !THROWING		Fireball	16% Chance to Cast Level 18 Fire Ball on Striking		36	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Fireball	16% Chance to Cast Level 24 Fire Ball on Striking		56	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Fireball	16% Chance to Cast Level 30 Fire Ball on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Charged Bolt	20% Chance to Cast Level 18 Charged Bolt on Striking		36-56	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Charged Bolt	20% Chance to Cast Level 24 Charged Bolt on Striking		56-76	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Charged Bolt	20 Chance to Cast Level 30 Charged Bolt on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Lightning	16% Chance to Cast Level 18 Lightning on Striking		36-56	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Lightning	16% Chance to Cast Level 24 Lightning on Striking		56-76	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Lightning	16% Chance to Cast Level 30 Lightning on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Chain Lightning	14% Chance to Cast Level 18 Chain Lightning on Striking		36-56	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Chain Lightning	14% Chance to Cast Level 24 Chain Lightning on Striking		56-76	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Chain Lightning	14% Chance to Cast Level 30 Chain Lightning on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Ice Barrage	12% Chance to Cast Level 18 Ice Barrage on Striking		36-56	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Ice Barrage	12% Chance to Cast Level 24 Ice Barrage on Striking		56-76	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Ice Barrage	12% Chance to Cast Level 30 Ice Barrage on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Frost Nova	18% Chance to Cast Level 18 Frost Nova on Striking		36-56	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Frost Nova	18% Chance to Cast Level 24 Frost Nova on Striking		56-76	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Frost Nova	18% Chance to Cast Level 30 Frost Nova on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Nova	16% Chance to Cast Level 18 Nova on Striking		36-56	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Nova	16% Chance to Cast Level 24 Nova on Striking		56-76	42	1	44	new
Melee Daggers	DAGGER AND !THROWING		Nova	16% Chance to Cast Level 30 Nova on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Nova	10% Chance to Cast Level 3 Nova on Striking		12-36	9	1	44	added max alvl, alvl was 18, rlvl was 13
Melee Daggers	DAGGER AND !THROWING		Nova	12% Chance to Cast Level 4 Nova on Striking		18-36	14	1	44	added max alvl, alvl was 28, rlvl was 21
Melee Daggers	DAGGER AND !THROWING		Firebolts	10% Chance to Cast Level 8 Fire Bolt on Striking		16-36	12	1	44	added max alvl
Melee Daggers	DAGGER AND !THROWING		Life Tap	Level 1 Life Tap ([67-105] charges)		24	24	1	44	
Melee Daggers	DAGGER AND !THROWING		Lower Resistance	Level 15 Lower Resist ([28-82] charges)		36	36	1	44	was level [1-15], number of charges may be different
Melee Daggers	DAGGER AND !THROWING		Damage Amplification	10% Chance to Cast Level 23 Amplify Damage on Striking		36-76	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Damage Amplification	12% Chance to Cast Level 31 Amplify Damage on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Lower Resist	8% Chance to Cast Level 5 Lower Resist on Striking		15-55	15	1	44	new
Melee Daggers	DAGGER AND !THROWING		Lower Resist	10% Chance to Cast Level 10 Lower Resist on Striking		36-76	27	1	44	new
Melee Daggers	DAGGER AND !THROWING		Lower Resist	12% Chance to Cast Level 15 Lower Resist on Striking		76	57	1	44	new
Melee Daggers	DAGGER AND !THROWING		Savagery	[5-10]% Deadly Strike		18-58	15	2	252	new
Melee Daggers	DAGGER AND !THROWING		Devastation	[10-15]% Deadly Strike		28-68	25	2	252	new
Melee Daggers	DAGGER AND !THROWING		Havoc	[15-20]% Deadly Strike		38	35	2	252	new
Melee Daggers	DAGGER AND !THROWING		Destruction	[20-25]% Deadly Strike		48	45	2	252	new
Melee Daggers	DAGGER AND !THROWING		Desolation	[25-30]% Deadly Strike		58	55	2	252	new
Melee Daggers	DAGGER AND !THROWING	806	Bleeding	10% Chance of Open Wounds, +[8-12] Open Wounds Damage per Second		18-58	15	2	252	new
Melee Daggers	DAGGER AND !THROWING	807	Siphoning	10% Chance of Open Wounds, +[15-20] Open Wounds Damage per Second		28-68	25	2	252	new
Melee Daggers	DAGGER AND !THROWING	808	Gory	10% Chance of Open Wounds, +[33-46] Open Wounds Damage per Second		38	35	2	252	new
Melee Daggers	DAGGER AND !THROWING	809	Sanguinary	10% Chance of Open Wounds, +[122-172] Open Wounds Damage per Second		48	45	2	252	new
Melee Daggers	DAGGER AND !THROWING	810	Hematic	10% Chance of Open Wounds, +[235-325] Open Wounds Damage per Second		58	55	2	252	new
Melee Daggers	DAGGER AND !THROWING		Chipping	[5-10]% Chance of Crushing Blow		18-58	15	2	252	new
Melee Daggers	DAGGER AND !THROWING		Crumbling	[10-15]% Chance of Crushing Blow		28-68	25	2	252	new
Melee Daggers	DAGGER AND !THROWING		Breaking	[15-20]% Chance of Crushing Blow		38	35	2	252	new
Melee Daggers	DAGGER AND !THROWING		Crushing	[20-25]% Chance of Crushing Blow		48	45	2	252	new
Melee Daggers	DAGGER AND !THROWING		Pulverizing	[25-30]% Chance of Crushing Blow		58	55	2	252	new
Claws	SIN		Piercing	Ignore Target's Defense		25	18	2	4	
Claws	SIN		Readiness	+10% Increased Attack Speed		5	3	6	7	added Quiver
Claws	SIN		Alacrity	+20% Increased Attack Speed		25	17	6	7	added Quiver
Claws	SIN		Swiftness	+30% Increased Attack Speed		34	26	6	7	added Missile Weapon
Claws	SIN		Quickness	+40% Increased Attack Speed		46	38	5	7	added Missile Weapon
Claws	SIN		Frost	+1 Cold Damage		1-3	1	4	10	
Claws	SIN		Frost	Adds 1 to [1-2] Cold Damage (2 second chill)		4-44	3	5	10	added max alvl, added Quiver
Claws	SIN		Icicle	Adds [3-4] to [12-16] Cold Damage (3 second chill)		13-53	9	4	10	added max alvl, added Quiver, damage was 1 to [3-4]
Claws	SIN		Glacier	Adds [14-21] to [45-71] Cold Damage (4 second chill)		27	20	3	10	added Quiver, damage was [2-4] to [4-15]
Claws	SIN		Winter	Adds [44-60] to [126-246] Cold Damage (6 second chill)		45	37	2	10	added Quiver, damage was [5-9] to [16-50]
Claws	SIN		Hypothermia	Adds [63-118] to [238-365] Cold Damage (6 second chill)		70	53	2	10	new
Claws	SIN		Flame	+[1-2] Fire Damage		1-3	1	4	12	
Claws	SIN		Flame	Adds 1 to [2-5] Fire Damage		4-44	3	5	12	added max alvl, added Quiver
Claws	SIN		Fire	Adds [2-8] to [12-22] Fire Damage		15-55	11	4	12	added max alvl, added Quiver, damage was [1-4] to [6-11]
Claws	SIN		Burning	Adds [20-30] to [37-72] Fire Damage		25-65	18	3	12	added max alvl, added Quiver, damage was [5-9] to [10-20]
Claws	SIN		Incineration	Adds [57-90] to [102-146] Fire Damage		43	35	2	12	added Quiver, damage was [10-20] to [21-75]
Claws	SIN		Ashes	Adds [152-214] to [228-302] Fire Damage		70	53	2	12	new
Claws	SIN		Shock	+[1-3] Lightning Damage		1-3	1	4	13	
Claws	SIN		Shock	Adds 1 to [3-8] Lightning Damage		4-44	3	5	13	added max alvl, added Quiver, damage was 1 to [6-8]
Claws	SIN		Lightning	Adds 1 to [14-24] Lightning Damage		15-55	11	4	13	added max alvl, added Quiver, damage was 1 to [9-16]
Claws	SIN		Thunder	Adds 1 to [34-84] Lightning Damage		25	18	3	13	added Quiver, damage was 1 to [17-40]
Claws	SIN		Storms	Adds [1-6] to [85-126] Lightning Damage		34	26	2	13	added Quiver, damage was [1-6] to [41-120]
Claws	SIN		Maelstrom	Adds [1-6] to [303-403] Lightning Damage		70	53	2	13	new
Claws	SIN		Craftsmanship	+1 to Maximum Damage		1-41	1	8	14	added max alvl
Claws	SIN		Quality	+2 to Maximum Damage		4-44	3	8	14	added max alvl
Claws	SIN		Maiming	+[3-4] to Maximum Damage		7-47	5	7	14	added max alvl
Claws	SIN		Slaying	+[5-7] to Maximum Damage		11-51	8	7	14	added max alvl
Claws	SIN		Gore	+[8-10] to Maximum Damage		14	10	6	14	
Claws	SIN		Carnage	+[11-14] to Maximum Damage		19	14	6	14	
Claws	SIN		Slaughter	+[15-20] to Maximum Damage		25	18	5	14	
Claws	SIN		Butchery	+[21-40] to Maximum Damage		35	27	5	14	was 1
Claws	SIN		Evisceration	+[41-63] to Maximum Damage	1	45	37	4	14	
Claws	SIN		Worth	+[1-2] to Minimum Damage		1-41	1	8	15	added max alvl
Claws	SIN		Measure	+[3-4] to Minimum Damage		12-52	9	7	15	added max alvl
Claws	SIN		Excellence	+[5-8] to Minimum Damage		24	18	6	15	
Claws	SIN		Performance	+[9-14] to Minimum Damage		48	40	5	15	
Claws	SIN		Transcendence	+[15-20] to Minimum Damage		76	68	4	15	
Claws	SIN		Blight	+1 Poison Damage over 2 seconds		1-4	1	4	16	
