Item Type	Filter Code	ID	Affix	Attributes	Magic Only	alvl	rlvl	freq	group	Changes
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Pure	+[76-175] to Attack Rating against Undead, +[76-125]% Damage to Undead		15	11	3	142	
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Sacred	+[175-250] to Attack Rating against Undead, +[126-200]% Damage to Undead		25	18	2	142	
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Hallowed	+[251-325] to Attack Rating against Undead, +[201-275]% Damage to Undead		35	27	1	142	
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Divine	+[326-450] to Attack Rating against Undead, +[276-350]% Damage to Undead	1	45	37	1	142	
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Cultist's	20% Chance of Open Wounds, +[30-40] Open Wounds Damage per Second		28-68	25	4	170	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	807	Bloodthirster's	20% Chance of Open Wounds, +[204-285] Open Wounds Damage per Second		48	45	4	170	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)	808	Gorelust's	20% Chance of Open Wounds, +[407-563] Open Wounds Damage per Second		68	65	4	170	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Swords (except Crystal Swords)	SWORD AND !(crs OR 9cr OR 7cr)		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Crystal Swords	(crs OR 9cr OR 7cr)		Serpent's	+[11-20] to Mana		37-77	27	2	115	split off Boots, Gloves, added max alvl
Crystal Swords	(crs OR 9cr OR 7cr)		Lapis	Cold Resist +[11-20]%		35	26	2	117	
Crystal Swords	(crs OR 9cr OR 7cr)		Cobalt	Cold Resist +[21-30]%		55	41	2	117	
Crystal Swords	(crs OR 9cr OR 7cr)		Russet	Fire Resist +[11-20]%		35	26	1	118	
Crystal Swords	(crs OR 9cr OR 7cr)		Garnet	Fire Resist +[21-30]%		55	41	1	118	
Crystal Swords	(crs OR 9cr OR 7cr)		Ocher	Lightning Resist +[11-20]%		35	26	1	119	
Crystal Swords	(crs OR 9cr OR 7cr)		Coral	Lightning Resist +[21-30]%		55	41	1	119	
Crystal Swords	(crs OR 9cr OR 7cr)		Viridian	Poison Resist +[11-20]%		35	26	1	120	
Crystal Swords	(crs OR 9cr OR 7cr)		Jade	Poison Resist +[21-30]%		55	41	1	120	
Crystal Swords	(crs OR 9cr OR 7cr)		Monk's	+1 to Paladin Skill Levels		35	27	4	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Priest's	+2 to Paladin Skill Levels		65	58	2	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Lion Branded	+1 to Combat Skills (Paladin Only)		20	15	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Hawk Branded	+2 to Combat Skills (Paladin Only)		40	30	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Rose Branded	+3 to Combat Skills (Paladin Only)	1	60	45	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Captain's	+1 to Offensive Auras (Paladin Only)		20	15	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Commander's	+2 to Offensive Auras (Paladin Only)		40	30	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Marshal's	+3 to Offensive Auras (Paladin Only)	1	60	45	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Slayer's	+1 to Barbarian Skill Levels		30	22	4	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Berserker's	+2 to Barbarian Skill Levels		50	42	1	125	
Crystal Swords	(crs OR 9cr OR 7cr)		Expert's	+1 to Combat Skills (Barbarian Only)		20	15	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Veteran's	+2 to Combat Skills (Barbarian Only)		40	30	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Master's	+3 to Combat Skills (Barbarian Only)	1	60	45	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Fanatic	+1 to Combat Masteries (Barbarian Only)		20	15	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Raging	+2 to Combat Masteries (Barbarian Only)		40	30	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Furious	+3 to Combat Masteries (Barbarian Only)	1	60	45	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Sounding	+1 to Warcries (Barbarian Only)		20	15	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Resonant	+2 to Warcries (Barbarian Only)		40	30	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)		Echoing	+3 to Warcries (Barbarian Only)	1	60	45	1	125	removed Knife
Crystal Swords	(crs OR 9cr OR 7cr)	822	Sizzling	-[2-4] to Enemy Fire Resistance		10-29	8	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	823	Singeing	-[4-6] to Enemy Fire Resistance		30-59	26	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	824	Infernal	-[6-10] to Enemy Fire Resistance		60	53	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	825	Frigid	-[2-4] to Enemy Cold Resistance		10-29	8	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	826	Frostbitten	-[4-6] to Enemy Cold Resistance		30-59	26	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	827	Subzero	-[6-10] to Enemy Cold Resistance		60	53	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	828	Crackling	-[2-4] to Enemy Lightning Resistance		10-29	8	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	829	Jolting	-[4-6] to Enemy Lightning Resistance		30-59	26	2	171	new
Crystal Swords	(crs OR 9cr OR 7cr)	830	Surging	-[6-10] to Enemy Lightning Resistance		60	53	2	171	new
Melee Daggers	DAGGER AND !THROWING	531	Gritty	+[0-74] to Maximum Damage (+0.75 per Level)		50	37	7	105	
Melee Daggers	DAGGER AND !THROWING	186	Jagged	+[10-20]% Enhanced Damage		1-41	1	9	105	added max alvl
Melee Daggers	DAGGER AND !THROWING	187	Deadly	+[21-30]% Enhanced Damage		5-45	3	9	105	added max alvl
Melee Daggers	DAGGER AND !THROWING	188	Vicious	+[31-40]% Enhanced Damage		8-48	6	8	105	added max alvl
Melee Daggers	DAGGER AND !THROWING	189	Brutal	+[41-50]% Enhanced Damage		14-54	10	8	105	added max alvl
Melee Daggers	DAGGER AND !THROWING	190	Massive	+[51-65]% Enhanced Damage		20-60	15	7	105	added max alvl
Melee Daggers	DAGGER AND !THROWING	191	Savage	+[66-80]% Enhanced Damage		26	19	7	105	
Melee Daggers	DAGGER AND !THROWING	18	Merciless	+[81-100]% Enhanced Damage		32	24	6	105	
Melee Daggers	DAGGER AND !THROWING	193	Ferocious	+[101-200]% Enhanced Damage		41	33	6	105	
Melee Daggers	DAGGER AND !THROWING	194	Cruel	+[201-300]% Enhanced Damage		51	43	5	105	was 1
Melee Daggers	DAGGER AND !THROWING	753	Visceral	+[301-400]% Enhanced Damage		75	69	2	105	new, increased frequency
Melee Daggers	DAGGER AND !THROWING	26	Bronze	+[10-20] to Attack Rating		1-41	1	8	110	added max alvl, added Helm, Chest, Gloves
Melee Daggers	DAGGER AND !THROWING	27	Iron	+[21-40] to Attack Rating		4-44	3	8	110	added max alvl, added Helm, Chest, Gloves
Melee Daggers	DAGGER AND !THROWING	28	Steel	+[41-60] to Attack Rating		8	6	7	110	added Helm, Chest, Gloves
Melee Daggers	DAGGER AND !THROWING	29	Silver	+[61-80] to Attack Rating		12	9	7	110	added Helm, Chest, Gloves, Quiver
Melee Daggers	DAGGER AND !THROWING	31	Gold	+[81-100] to Attack Rating		17	12	6	110	added Helm, Chest, Gloves, Quiver
Melee Daggers	DAGGER AND !THROWING	32	Platinum	+[101-120] to Attack Rating		22	16	6	110	added Helm, Chest, Gloves, Quiver
Melee Daggers	DAGGER AND !THROWING	33	Meteoric	+[121-150] to Attack Rating		27	20	5	110	added Quiver
Melee Daggers	DAGGER AND !THROWING	245	Strange	+[151-300] to Attack Rating		32	24	5	110	
Melee Daggers	DAGGER AND !THROWING	246	Weird	+[301-450] to Attack Rating	1	37	27	4	110	
Melee Daggers	DAGGER AND !THROWING	34	Sharp	[10-20] to Attack Rating, +[10-20]% Enhanced Damage		5-45	3	9	111	added max alvl
Melee Daggers	DAGGER AND !THROWING	35/258	Fine	[21-40] to Attack Rating, +[21-30]% Enhanced Damage		12-52	9	9	111	added max alvl
Melee Daggers	DAGGER AND !THROWING	36/259	Warrior's	[41-60] to Attack Rating, +[31-40]% Enhanced Damage		19-59	13	8	111	added max alvl
Melee Daggers	DAGGER AND !THROWING		Soldier's	[61-80] to Attack Rating, +[41-50]% Enhanced Damage		27	19	8	111	
Melee Daggers	DAGGER AND !THROWING		Knight's	[81-100] to Attack Rating, +[51-65]% Enhanced Damage		38	30	7	111	
Melee Daggers	DAGGER AND !THROWING		Lord's	[101-120] to Attack Rating, +[66-80]% Enhanced Damage		47	39	6	111	
Melee Daggers	DAGGER AND !THROWING		King's	[121-150] to Attack Rating, +[81-100]% Enhanced Damage		56	48	5	111	
Melee Daggers	DAGGER AND !THROWING		Master's	[151-250] to Attack Rating, +[101-150]% Enhanced Damage		56	48	5	111	
Melee Daggers	DAGGER AND !THROWING		Grandmaster's	[251-300] to Attack Rating, +[151-200]% Enhanced Damage	1	69	61	4	111	
Melee Daggers	DAGGER AND !THROWING		Fool's	+[0-49] to Maximum Damage (+0.5 per Level), +[16-1633] to Attack Rating (+16.5 per Level)		50	37	7	111	
Melee Daggers	DAGGER AND !THROWING		Hawkeye	+[6-594] to Attack Rating (+6 per Level)	1	35	26	7	111	
Melee Daggers	DAGGER AND !THROWING		Screaming	Hit Causes Monster to Flee 25%		10	7	3	113	
Melee Daggers	DAGGER AND !THROWING		Howling	Hit Causes Monster to Flee 50%		16	12	3	113	
Melee Daggers	DAGGER AND !THROWING		Wailing	Hit Causes Monster to Flee 100%		20	13	3	113	
Melee Daggers	DAGGER AND !THROWING		Serpent's	+[11-20] to Mana		37-77	27	2	115	split off Boots, Gloves, added max alvl
Melee Daggers	DAGGER AND !THROWING		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Lapis	Cold Resist +[11-20]%		35	26	2	117	
Melee Daggers	DAGGER AND !THROWING		Cobalt	Cold Resist +[21-30]%		55	41	2	117	
Melee Daggers	DAGGER AND !THROWING		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Russet	Fire Resist +[11-20]%		35	26	1	118	
Melee Daggers	DAGGER AND !THROWING		Garnet	Fire Resist +[21-30]%		55	41	1	118	
Melee Daggers	DAGGER AND !THROWING		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Ocher	Lightning Resist +[11-20]%		35	26	1	119	
Melee Daggers	DAGGER AND !THROWING		Coral	Lightning Resist +[21-30]%		55	41	1	119	
Melee Daggers	DAGGER AND !THROWING		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Viridian	Poison Resist +[11-20]%		35	26	1	120	
Melee Daggers	DAGGER AND !THROWING		Jade	Poison Resist +[21-30]%		55	41	1	120	
Melee Daggers	DAGGER AND !THROWING		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Melee Daggers	DAGGER AND !THROWING		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Melee Daggers	DAGGER AND !THROWING		Mechanist's	Socketed ([1-2])		10	7	3	122	
Melee Daggers	DAGGER AND !THROWING		Artisan's	Socketed (3)		33	25	2	122	new
Melee Daggers	DAGGER AND !THROWING		Artisan's	Socketed (3)	1	33	25	2	122	new
Melee Daggers	DAGGER AND !THROWING		Artisan's	Socketed (3)	1	33	25	2	122	
Melee Daggers	DAGGER AND !THROWING		Jeweler's	Socketed (4)	1	55	47	1	122	
Melee Daggers	DAGGER AND !THROWING		Lunar	+[25-50] to Attack Rating against Demons, +[10-25]% Damage to Demons		3-43	1	2	123	added max alvl
Melee Daggers	DAGGER AND !THROWING		Arcadian	+[51-100] to Attack Rating against Demons, +[26-50]% Damage to Demons		15-55	11	2	123	added max alvl, added Helm
Melee Daggers	DAGGER AND !THROWING		Unearthly	+[101-150] to Attack Rating against Demons, +[51-100]% Damage to Demons		25	18	1	123	
Melee Daggers	DAGGER AND !THROWING		Astral	+[151-200] to Attack Rating against Demons, +[101-150]% Damage to Demons		35	26	1	123	
Melee Daggers	DAGGER AND !THROWING		Elysian	+[201-300] to Attack Rating against Demons, +[151-200]% Damage to Demons		45	33	1	123	
Melee Daggers	DAGGER AND !THROWING		Celestial	+[301-400] to Attack Rating against Demons, +[201-300]% Damage to Demons	1	55	41	1	123	
Melee Daggers	DAGGER AND !THROWING		Summoner's	+1 to Necromancer Skill Levels		30	22	4	125	removed Throwing Knife
Melee Daggers	DAGGER AND !THROWING		Necromancer's	+2 to Necromancer Skill Levels		50	42	2	125	removed Throwing Knife
Melee Daggers	DAGGER AND !THROWING		Fungal	+1 to Poison and Bone Spells (Necromancer Only)		20	15	1	125	
Melee Daggers	DAGGER AND !THROWING		Noxious	+2 to Poison and Bone Spells (Necromancer Only)		40	30	1	125	
Melee Daggers	DAGGER AND !THROWING		Venomous	+3 to Poison and Bone Spells (Necromancer Only)	1	60	45	1	125	
Melee Daggers	DAGGER AND !THROWING		Magekiller's	+1 to Assassin Skills		30	22	4	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Witch-hunter's	+2 to Assassin Skills		50	42	2	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Entrapping	+1 to Traps (Assassin Only)		20	15	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Trickster's	+2 to Traps (Assassin Only)		40	30	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Cunning	+3 to Traps (Assassin Only)	1	60	45	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Mentalist's	+1 to Shadow Disciplines (Assassin Only)		20	15	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Psychic	+2 to Shadow Disciplines (Assassin Only)		40	30	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Shadow	+3 to Shadow Disciplines (Assassin Only)	1	60	45	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Shogukusha's	+1 to Martial Arts (Assassin Only)		20	15	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Sensei's	+2 to Martial Arts (Assassin Only)		40	30	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Kenshi's	+3 to Martial Arts (Assassin Only)	1	60	45	1	125	added Dagger
Melee Daggers	DAGGER AND !THROWING		Snowy	Adds [20-30] to [64-101] Cold Damage (1 second chill)		25-65	18	3	137	added max alvl, split off Circlet, added Quiver, damage was [6-9] to [19-30]
Melee Daggers	DAGGER AND !THROWING		Shivering	Adds [37-56] to [115-166] Cold Damage (2 second chill)		35	26	2	137	added Quiver, damage was [10-15] to [31-45]
Melee Daggers	DAGGER AND !THROWING		Boreal	Adds [46-62] to [131-256] Cold Damage (3 second chill)		50	40	1	137	added Quiver, damage was [16-23] to [46-90]
Melee Daggers	DAGGER AND !THROWING		Hibernal	Adds [60-112] to [226-348] Cold Damage (4 second chill)		70	60	1	137	added Quiver, damage was [24-45] to [91-140]
Melee Daggers	DAGGER AND !THROWING		Fiery	Adds [28-43] to [53-103] Fire Damage		25-65	18	3	138	added max alvl, split off Circlet, added Quiver, damage was [16-25] to [31-60]
Melee Daggers	DAGGER AND !THROWING		Smoldering	Adds [47-72] to [109-161] Fire Damage		35	26	2	138	added Quiver, damage was [26-50] to [61-90]
Melee Daggers	DAGGER AND !THROWING		Smoking	Adds [81-128] to [145-208] Fire Damage		47	37	1	138	added Quiver, damage was [51-80] to [91-130]
Melee Daggers	DAGGER AND !THROWING		Flaming	Adds [138-204] to [224-306] Fire Damage		61	51	1	138	added Quiver, damage was [81-120] to [131-180]
Melee Daggers	DAGGER AND !THROWING		Scorching	Adds [217-306] to [325-432] Fire Damage		77	67	1	138	added Quiver, damage was [121-170] to [181-240]
Melee Daggers	DAGGER AND !THROWING		Static	Adds 1 to [49-120] Lightning Damage		25-65	18	3	139	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Glowing	Adds 1 to [121-180] Lightning Damage		34	25	2	139	added Quiver
Melee Daggers	DAGGER AND !THROWING		Buzzing	Adds 1 to [181-260] Lightning Damage		46	36	1	139	added Quiver
Melee Daggers	DAGGER AND !THROWING		Arcing	Adds 1 to [287-396] Lightning Damage		60	50	1	139	added Quiver, damage was 1 to [261-360]
Melee Daggers	DAGGER AND !THROWING		Shocking	Adds 1 to [433-576] Lightning Damage		76	66	1	139	added Quiver, damage was 1 to [361-480]
Melee Daggers	DAGGER AND !THROWING		Septic	+6 Poison Damage over 2 seconds		1-41	1	3	140	added max alvl, added Quiver
Melee Daggers	DAGGER AND !THROWING		Foul	+24 Poison Damage over 2 seconds		10-50	7	2	140	added max alvl, added Quiver, damage was 12 over 3 seconds
Melee Daggers	DAGGER AND !THROWING		Corrosive	+78 Poison Damage over 2 seconds		20	15	1	140	added Quiver, damage was 80 over 4 seconds
Melee Daggers	DAGGER AND !THROWING		Toxic	+226 Poison Damage over 2 seconds		35	26	1	140	added Quiver, damage was 150 over 5 seconds
Melee Daggers	DAGGER AND !THROWING		Pestilent	+384 Poison Damage over 2 seconds		50	37	1	140	was 1, added Quiver, damage was 275 over 6 seconds
Melee Daggers	DAGGER AND !THROWING		Plague	+366 Poison Damage over 6 seconds		50	37	1	140	new
Melee Daggers	DAGGER AND !THROWING		Virulent	+738 Poison Damage over 2 seconds		76	66	1	140	new
Melee Daggers	DAGGER AND !THROWING		Infectious	+885 Poison Damage over 2 seconds		76	66	1	140	new
Melee Daggers	DAGGER AND !THROWING		Consecrated	+[25-75] to Attack Rating against Undead, +[25-75]% Damage to Undead		1-41	1	4	142	added max alvl
Melee Daggers	DAGGER AND !THROWING		Pure	+[76-175] to Attack Rating against Undead, +[76-125]% Damage to Undead		15	11	3	142	
Melee Daggers	DAGGER AND !THROWING		Sacred	+[175-250] to Attack Rating against Undead, +[126-200]% Damage to Undead		25	18	2	142	
Melee Daggers	DAGGER AND !THROWING		Hallowed	+[251-325] to Attack Rating against Undead, +[201-275]% Damage to Undead		35	27	1	142	
Melee Daggers	DAGGER AND !THROWING		Divine	+[326-450] to Attack Rating against Undead, +[276-350]% Damage to Undead	1	45	37	1	142	
Melee Daggers	DAGGER AND !THROWING		Cultist's	20% Chance of Open Wounds, +[30-40] Open Wounds Damage per Second		28-68	25	4	170	new
Melee Daggers	DAGGER AND !THROWING	807	Bloodthirster's	20% Chance of Open Wounds, +[204-285] Open Wounds Damage per Second		48	45	4	170	new
Melee Daggers	DAGGER AND !THROWING	808	Gorelust's	20% Chance of Open Wounds, +[407-563] Open Wounds Damage per Second		68	65	4	170	new
Melee Daggers	DAGGER AND !THROWING		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Melee Daggers	DAGGER AND !THROWING		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Melee Daggers	DAGGER AND !THROWING		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Claws	SIN	531	Gritty	+[0-74] to Maximum Damage (+0.75 per Level)		50	37	7	105	
Claws	SIN	186	Jagged	+[10-20]% Enhanced Damage		1-41	1	9	105	added max alvl
Claws	SIN	187	Deadly	+[21-30]% Enhanced Damage		5-45	3	9	105	added max alvl
Claws	SIN	188	Vicious	+[31-40]% Enhanced Damage		8-48	6	8	105	added max alvl
Claws	SIN	189	Brutal	+[41-50]% Enhanced Damage		14-54	10	8	105	added max alvl
Claws	SIN	190	Massive	+[51-65]% Enhanced Damage		20-60	15	7	105	added max alvl
Claws	SIN	191	Savage	+[66-80]% Enhanced Damage		26	19	7	105	
Claws	SIN	18	Merciless	+[81-100]% Enhanced Damage		32	24	6	105	
Claws	SIN	193	Ferocious	+[101-200]% Enhanced Damage		41	33	6	105	
Claws	SIN	194	Cruel	+[201-300]% Enhanced Damage		51	43	5	105	was 1
Claws	SIN	26	Bronze	+[10-20] to Attack Rating		1-41	1	8	110	added max alvl, added Helm, Chest, Gloves
Claws	SIN	27	Iron	+[21-40] to Attack Rating		4-44	3	8	110	added max alvl, added Helm, Chest, Gloves
Claws	SIN	28	Steel	+[41-60] to Attack Rating		8	6	7	110	added Helm, Chest, Gloves
Claws	SIN	29	Silver	+[61-80] to Attack Rating		12	9	7	110	added Helm, Chest, Gloves, Quiver
Claws	SIN	31	Gold	+[81-100] to Attack Rating		17	12	6	110	added Helm, Chest, Gloves, Quiver
Claws	SIN	32	Platinum	+[101-120] to Attack Rating		22	16	6	110	added Helm, Chest, Gloves, Quiver
Claws	SIN	33	Meteoric	+[121-150] to Attack Rating		27	20	5	110	added Quiver
Claws	SIN	245	Strange	+[151-300] to Attack Rating		32	24	5	110	
Claws	SIN	246	Weird	+[301-450] to Attack Rating	1	37	27	4	110	
Claws	SIN	34	Sharp	[10-20] to Attack Rating, +[10-20]% Enhanced Damage		5-45	3	9	111	added max alvl
Claws	SIN	35/258	Fine	[21-40] to Attack Rating, +[21-30]% Enhanced Damage		12-52	9	9	111	added max alvl
Claws	SIN	36/259	Warrior's	[41-60] to Attack Rating, +[31-40]% Enhanced Damage		19-59	13	8	111	added max alvl
Claws	SIN		Soldier's	[61-80] to Attack Rating, +[41-50]% Enhanced Damage		27	19	8	111	
Claws	SIN		Knight's	[81-100] to Attack Rating, +[51-65]% Enhanced Damage		38	30	7	111	
Claws	SIN		Lord's	[101-120] to Attack Rating, +[66-80]% Enhanced Damage		47	39	6	111	
Claws	SIN		King's	[121-150] to Attack Rating, +[81-100]% Enhanced Damage		56	48	5	111	
Claws	SIN		Master's	[151-250] to Attack Rating, +[101-150]% Enhanced Damage		56	48	5	111	
Claws	SIN		Grandmaster's	[251-300] to Attack Rating, +[151-200]% Enhanced Damage	1	69	61	4	111	
Claws	SIN		Fool's	+[0-49] to Maximum Damage (+0.5 per Level), +[16-1633] to Attack Rating (+16.5 per Level)		50	37	7	111	
Claws	SIN		Hawkeye	+[6-594] to Attack Rating (+6 per Level)	1	35	26	7	111	
Claws	SIN		Screaming	Hit Causes Monster to Flee 25%		10	7	3	113	
Claws	SIN		Howling	Hit Causes Monster to Flee 50%		16	12	3	113	
Claws	SIN		Wailing	Hit Causes Monster to Flee 100%		20	13	3	113	
Claws	SIN		Serpent's	+[11-20] to Mana		37-77	27	2	115	split off Boots, Gloves, added max alvl
Claws	SIN		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Claws	SIN		Lapis	Cold Resist +[11-20]%		35	26	2	117	
Claws	SIN		Cobalt	Cold Resist +[21-30]%		55	41	2	117	
Claws	SIN		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Claws	SIN		Russet	Fire Resist +[11-20]%		35	26	1	118	
Claws	SIN		Garnet	Fire Resist +[21-30]%		55	41	1	118	
Claws	SIN		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Claws	SIN		Ocher	Lightning Resist +[11-20]%		35	26	1	119	
Claws	SIN		Coral	Lightning Resist +[21-30]%		55	41	1	119	
Claws	SIN		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Claws	SIN		Viridian	Poison Resist +[11-20]%		35	26	1	120	
Claws	SIN		Jade	Poison Resist +[21-30]%		55	41	1	120	
Claws	SIN		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Claws	SIN		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Claws	SIN		Mechanist's	Socketed ([1-2])		10	7	3	122	
Claws	SIN		Artisan's	Socketed (3)		33	25	2	122	new
Claws	SIN		Artisan's	Socketed (3)	1	33	25	2	122	new
Claws	SIN		Artisan's	Socketed (3)	1	33	25	2	122	
Claws	SIN		Jeweler's	Socketed (4)	1	55	47	1	122	
Claws	SIN		Lunar	+[25-50] to Attack Rating against Demons, +[10-25]% Damage to Demons		3-43	1	2	123	added max alvl
Claws	SIN		Arcadian	+[51-100] to Attack Rating against Demons, +[26-50]% Damage to Demons		15-55	11	2	123	added max alvl, added Helm
Claws	SIN		Unearthly	+[101-150] to Attack Rating against Demons, +[51-100]% Damage to Demons		25	18	1	123	
Claws	SIN		Astral	+[151-200] to Attack Rating against Demons, +[101-150]% Damage to Demons		35	26	1	123	
Claws	SIN		Elysian	+[201-300] to Attack Rating against Demons, +[151-200]% Damage to Demons		45	33	1	123	
Claws	SIN		Celestial	+[301-400] to Attack Rating against Demons, +[201-300]% Damage to Demons	1	55	41	1	123	
Claws	SIN		Magekiller's	+1 to Assassin Skills		30	22	4	125	added Dagger
Claws	SIN		Witch-hunter's	+2 to Assassin Skills		50	42	2	125	added Dagger
Claws	SIN		Entrapping	+1 to Traps (Assassin Only)		20	15	1	125	added Dagger
Claws	SIN		Trickster's	+2 to Traps (Assassin Only)		40	30	1	125	added Dagger
Claws	SIN		Cunning	+3 to Traps (Assassin Only)	1	60	45	1	125	added Dagger
Claws	SIN		Mentalist's	+1 to Shadow Disciplines (Assassin Only)		20	15	1	125	added Dagger
Claws	SIN		Psychic	+2 to Shadow Disciplines (Assassin Only)		40	30	1	125	added Dagger
Claws	SIN		Shadow	+3 to Shadow Disciplines (Assassin Only)	1	60	45	1	125	added Dagger
Claws	SIN		Shogukusha's	+1 to Martial Arts (Assassin Only)		20	15	1	125	added Dagger
Claws	SIN		Sensei's	+2 to Martial Arts (Assassin Only)		40	30	1	125	added Dagger
Claws	SIN		Kenshi's	+3 to Martial Arts (Assassin Only)	1	60	45	1	125	added Dagger
Claws	SIN		Snowy	Adds [20-30] to [64-101] Cold Damage (1 second chill)		25-65	18	3	137	added max alvl, split off Circlet, added Quiver, damage was [6-9] to [19-30]
Claws	SIN		Shivering	Adds [37-56] to [115-166] Cold Damage (2 second chill)		35	26	2	137	added Quiver, damage was [10-15] to [31-45]
Claws	SIN		Boreal	Adds [46-62] to [131-256] Cold Damage (3 second chill)		50	40	1	137	added Quiver, damage was [16-23] to [46-90]
Claws	SIN		Hibernal	Adds [60-112] to [226-348] Cold Damage (4 second chill)		70	60	1	137	added Quiver, damage was [24-45] to [91-140]
Claws	SIN		Fiery	Adds [28-43] to [53-103] Fire Damage		25-65	18	3	138	added max alvl, split off Circlet, added Quiver, damage was [16-25] to [31-60]
Claws	SIN		Smoldering	Adds [47-72] to [109-161] Fire Damage		35	26	2	138	added Quiver, damage was [26-50] to [61-90]
Claws	SIN		Smoking	Adds [81-128] to [145-208] Fire Damage		47	37	1	138	added Quiver, damage was [51-80] to [91-130]
Claws	SIN		Flaming	Adds [138-204] to [224-306] Fire Damage		61	51	1	138	added Quiver, damage was [81-120] to [131-180]
Claws	SIN		Scorching	Adds [217-306] to [325-432] Fire Damage		77	67	1	138	added Quiver, damage was [121-170] to [181-240]
Claws	SIN		Static	Adds 1 to [49-120] Lightning Damage		25-65	18	3	139	added max alvl, added Quiver
